NOM_COM;NE_ID;sum_pop_active;Date;Duree;Type;volume_nuitee;total_volume_nuitee;sum_vol_nuitee_per_date_com;mean_com_vol_nuitee;tx_nuite_pop_active
Poitiers;806463;26598.0;2024-01-07;Inf30min;National;20.0;5009522.0;20.0;20.0;0.08
Chasseneuil-du-Poitou;805901;2847.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.95
Limoges;825733;39460.0;2023-11-28;Inf30min;Etranger;28.0;5009522.0;28.0;35.89;0.09
Limoges;825733;39460.0;2023-12-01;Inf30min;Etranger;27.0;5009522.0;27.0;35.89;0.09
Limoges;825733;39460.0;2023-12-02;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.09
Limoges;825733;39460.0;2023-12-14;Inf30min;Etranger;32.0;5009522.0;32.0;35.89;0.09
Limoges;825733;39460.0;2023-12-15;Inf30min;National;30.0;5009522.0;30.0;35.89;0.09
Limoges;825733;39460.0;2023-12-19;Inf30min;Etranger;68.0;5009522.0;68.0;35.89;0.09
Limoges;825733;39460.0;2023-12-23;Inf30min;National;37.0;5009522.0;37.0;35.89;0.09
Limoges;825733;39460.0;2023-12-28;Inf30min;Etranger;22.0;5009522.0;47.0;35.89;0.09
Limoges;825733;39460.0;2023-12-28;Inf30min;National;25.0;5009522.0;47.0;35.89;0.09
Limoges;825733;39460.0;2023-12-29;Inf30min;Etranger;53.0;5009522.0;53.0;35.89;0.09
Limoges;825733;39460.0;2023-12-30;Inf30min;National;36.0;5009522.0;36.0;35.89;0.09
Limoges;825733;39460.0;2023-12-31;Inf30min;National;42.0;5009522.0;42.0;35.89;0.09
Limoges;825733;39460.0;2024-01-04;Inf30min;Etranger;46.0;5009522.0;46.0;35.89;0.09
Limoges;825733;39460.0;2024-01-12;Inf30min;Etranger;26.0;5009522.0;26.0;35.89;0.09
Limoges;825733;39460.0;2024-01-13;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.09
Limoges;825733;39460.0;2024-01-16;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.09
Limoges;825733;39460.0;2024-01-18;Inf30min;Etranger;24.0;5009522.0;24.0;35.89;0.09
Limoges;825733;39460.0;2024-01-23;Inf30min;Etranger;49.0;5009522.0;49.0;35.89;0.09
Limoges;825733;39460.0;2024-01-25;Inf30min;Etranger;24.0;5009522.0;24.0;35.89;0.09
Balledent;826003;807.0;2023-12-10;Inf30min;Etranger;27.0;5009522.0;27.0;27.0;3.35
Magnac-Laval;825737;305.0;2024-01-07;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;7.21
Le Dorat;825709;375.0;2023-12-15;Inf30min;National;23.0;5009522.0;23.0;23.0;6.13
Saint-Martial-sur-Isop;826498;85.0;2024-01-07;Inf30min;Etranger;25.0;5009522.0;25.0;25.0;29.41
Val d'Issoire;825754;246.0;2024-01-07;Inf30min;Etranger;58.0;5009522.0;58.0;58.0;23.58
Colondannes;803324;330.0;2023-12-23;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;6.67
Saint-Sulpice-le-Guérétois;819515;815.0;2023-12-02;Inf30min;Etranger;24.0;5009522.0;24.0;31.4;3.85
Saint-Sulpice-le-Guérétois;819515;815.0;2023-12-16;Inf30min;Etranger;23.0;5009522.0;23.0;31.4;3.85
Saint-Sulpice-le-Guérétois;819515;815.0;2023-12-20;Inf30min;Etranger;50.0;5009522.0;50.0;31.4;3.85
Saint-Sulpice-le-Guérétois;819515;815.0;2024-01-05;Inf30min;Etranger;35.0;5009522.0;35.0;31.4;3.85
Saint-Sulpice-le-Guérétois;819515;815.0;2024-01-06;Inf30min;Etranger;25.0;5009522.0;25.0;31.4;3.85
Saint-Vaury;819519;566.0;2023-11-28;Inf30min;Etranger;27.0;5009522.0;27.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-11-29;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-11-30;Inf30min;Etranger;42.0;5009522.0;42.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-01;Inf30min;Etranger;41.0;5009522.0;41.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-05;Inf30min;Etranger;44.0;5009522.0;44.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-06;Inf30min;Etranger;49.0;5009522.0;49.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-07;Inf30min;Etranger;27.0;5009522.0;27.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-08;Inf30min;Etranger;21.0;5009522.0;21.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-09;Inf30min;Etranger;36.0;5009522.0;36.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-12;Inf30min;Etranger;24.0;5009522.0;24.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-14;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-15;Inf30min;Etranger;70.0;5009522.0;70.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-19;Inf30min;Etranger;28.0;5009522.0;28.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-21;Inf30min;Etranger;24.0;5009522.0;24.0;33.57;5.93
Saint-Vaury;819519;566.0;2023-12-22;Inf30min;Etranger;21.0;5009522.0;21.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-05;Inf30min;Etranger;28.0;5009522.0;28.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-06;Inf30min;Etranger;34.0;5009522.0;34.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-09;Inf30min;Etranger;37.0;5009522.0;37.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-10;Inf30min;Etranger;43.0;5009522.0;43.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-11;Inf30min;Etranger;20.0;5009522.0;20.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-17;Inf30min;Etranger;31.0;5009522.0;31.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-19;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;5.93
Saint-Vaury;819519;566.0;2024-01-25;Inf30min;Etranger;35.0;5009522.0;35.0;33.57;5.93
Guéret;802961;4018.0;2023-12-06;Inf30min;Etranger;25.0;5009522.0;25.0;26.75;0.67
Guéret;802961;4018.0;2023-12-22;Inf30min;National;24.0;5009522.0;24.0;26.75;0.67
Guéret;802961;4018.0;2024-01-20;Inf30min;National;35.0;5009522.0;35.0;26.75;0.67
Guéret;802961;4018.0;2024-01-26;Inf30min;Etranger;23.0;5009522.0;23.0;26.75;0.67
La Souterraine;804268;1215.0;2023-12-21;Inf30min;Etranger;25.0;5009522.0;25.0;25.0;2.06
Saint-Amand-Magnazeix;826796;145.0;2024-01-27;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;15.17
Saint-Sornin-Leulac;826467;137.0;2023-12-14;Inf30min;Etranger;21.0;5009522.0;21.0;26.0;18.98
Saint-Sornin-Leulac;826467;137.0;2023-12-15;Inf30min;Etranger;31.0;5009522.0;31.0;26.0;18.98
Saint-Sornin-Leulac;826467;137.0;2024-01-11;Inf30min;Etranger;23.0;5009522.0;23.0;26.0;18.98
Saint-Sornin-Leulac;826467;137.0;2024-01-12;Inf30min;Etranger;21.0;5009522.0;21.0;26.0;18.98
Saint-Sornin-Leulac;826467;137.0;2024-01-18;Inf30min;Etranger;32.0;5009522.0;32.0;26.0;18.98
Saint-Sornin-Leulac;826467;137.0;2024-01-23;Inf30min;Etranger;28.0;5009522.0;28.0;26.0;18.98
Bessines-sur-Gartempe;826032;895.0;2024-01-18;Inf30min;Etranger;31.0;5009522.0;31.0;27.5;3.07
Bessines-sur-Gartempe;826032;895.0;2024-01-23;Inf30min;Etranger;24.0;5009522.0;24.0;27.5;3.07
Razès;826775;462.0;2024-01-24;Inf30min;Etranger;24.0;5009522.0;24.0;24.0;5.19
Rilhac-Rancon;826781;1618.0;2024-01-25;Inf30min;Etranger;44.0;5009522.0;44.0;44.0;2.72
Le Palais-sur-Vienne;826594;7079.0;2023-12-22;Inf30min;National;23.0;5009522.0;23.0;23.0;0.32
Le Palais-sur-Vienne;826594;7079.0;2024-01-05;Inf30min;Etranger;23.0;5009522.0;23.0;23.0;0.32
Pierrefitte;803957;519.0;2023-11-27;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-13;Inf30min;Etranger;35.0;5009522.0;35.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-14;Inf30min;Etranger;25.0;5009522.0;25.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-15;Inf30min;Etranger;23.0;5009522.0;23.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-19;Inf30min;Etranger;32.0;5009522.0;32.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-20;Inf30min;Etranger;37.0;5009522.0;37.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-21;Inf30min;Etranger;33.0;5009522.0;33.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-22;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;5.22
Pierrefitte;803957;519.0;2023-12-27;Inf30min;Etranger;22.0;5009522.0;22.0;27.08;5.22
Pierrefitte;803957;519.0;2024-01-06;Inf30min;Etranger;22.0;5009522.0;22.0;27.08;5.22
Pierrefitte;803957;519.0;2024-01-07;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;5.22
Pierrefitte;803957;519.0;2024-01-17;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;5.22
Pierrefitte;803957;519.0;2024-01-23;Inf30min;Etranger;27.0;5009522.0;27.0;27.08;5.22
Déols;824089;2290.0;2023-12-01;Inf30min;Etranger;27.0;5009522.0;27.0;27.0;1.18
Vierzon;812500;6966.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;0.3
Nogent-sur-Seine;802097;2112.0;2023-12-09;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;1.04
Fontaine-la-Gaillarde;828145;1642.0;2024-01-12;Inf30min;National;22.0;5009522.0;22.0;22.0;1.34
Collemiers;828074;2741.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.99
Sens;829365;8141.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;0.26
Évry;828110;849.0;2023-12-09;Inf30min;National;27.0;5009522.0;27.0;27.0;3.18
Brannay;827327;417.0;2024-01-15;Inf30min;Etranger;20.0;5009522.0;20.0;20.0;4.8
Bransles;827354;140.0;2023-12-22;Inf30min;Etranger;60.0;5009522.0;60.0;60.0;42.86
Chevannes;817005;297.0;2023-12-14;Inf30min;Etranger;45.0;5009522.0;45.0;45.0;15.15
Domecy-sur-Cure;828185;381.0;2023-12-26;Inf30min;National;37.0;5009522.0;37.0;37.0;9.71
Précy-le-Sec;829586;405.0;2023-12-12;Inf30min;Etranger;26.0;5009522.0;26.0;26.0;6.42
Montholon;827059;941.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;2.23
Précy-sur-Vrin;829587;218.0;2023-12-06;Inf30min;Etranger;23.0;5009522.0;23.0;36.5;16.74
Précy-sur-Vrin;829587;218.0;2024-01-05;Inf30min;Etranger;50.0;5009522.0;50.0;36.5;16.74
Épineau-les-Voves;828199;2227.0;2023-12-21;Inf30min;Etranger;20.0;5009522.0;20.0;20.0;0.9
Branches;827326;1511.0;2023-12-01;Inf30min;National;28.0;5009522.0;28.0;28.5;1.89
Branches;827326;1511.0;2023-12-02;Inf30min;National;29.0;5009522.0;29.0;28.5;1.89
Branches;827326;1511.0;2023-12-26;Inf30min;National;25.0;5009522.0;25.0;28.5;1.89
Branches;827326;1511.0;2023-12-29;Inf30min;National;32.0;5009522.0;32.0;28.5;1.89
Lindry;828795;1684.0;2023-12-23;Inf30min;National;24.0;5009522.0;24.0;27.0;1.6
Lindry;828795;1684.0;2024-01-01;Inf30min;National;30.0;5009522.0;30.0;27.0;1.6
Auxerre;827386;10328.0;2023-12-02;Inf30min;National;29.0;5009522.0;29.0;29.88;0.29
Auxerre;827386;10328.0;2023-12-14;Inf30min;National;26.0;5009522.0;26.0;29.88;0.29
Auxerre;827386;10328.0;2023-12-25;Sup3h;National;27.0;5009522.0;27.0;29.88;0.29
Auxerre;827386;10328.0;2023-12-26;Inf30min;National;38.0;5009522.0;38.0;29.88;0.29
Auxerre;827386;10328.0;2023-12-27;Inf30min;National;36.0;5009522.0;36.0;29.88;0.29
Auxerre;827386;10328.0;2024-01-02;Inf30min;National;24.0;5009522.0;24.0;29.88;0.29
Auxerre;827386;10328.0;2024-01-05;Inf30min;National;33.0;5009522.0;33.0;29.88;0.29
Auxerre;827386;10328.0;2024-01-07;Inf30min;National;26.0;5009522.0;26.0;29.88;0.29
Bleigny-le-Carreau;827271;870.0;2023-12-03;Inf30min;National;23.0;5009522.0;23.0;23.5;2.7
Bleigny-le-Carreau;827271;870.0;2024-01-04;Inf30min;Etranger;24.0;5009522.0;24.0;23.5;2.7
Annay-sur-Serein;827101;62.0;2023-12-26;Inf30min;National;20.0;5009522.0;20.0;20.0;32.26
Angely;827074;354.0;2023-12-02;Inf30min;National;23.0;5009522.0;23.0;23.0;6.5
Avallon;827389;1848.0;2023-12-08;Inf30min;National;31.0;5009522.0;31.0;31.0;1.68
Charmes-la-Grande;807988;93.0;2024-01-01;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;23.66
Champignol-lez-Mondeville;800242;100.0;2023-12-08;Inf30min;Etranger;31.0;5009522.0;31.0;31.0;31.0
Laines-aux-Bois;801055;6008.0;2023-12-01;Inf30min;National;26.0;5009522.0;26.0;23.75;0.4
Laines-aux-Bois;801055;6008.0;2023-12-07;Inf30min;National;23.0;5009522.0;23.0;23.75;0.4
Laines-aux-Bois;801055;6008.0;2023-12-15;Inf30min;Etranger;20.0;5009522.0;20.0;23.75;0.4
Laines-aux-Bois;801055;6008.0;2024-01-05;Inf30min;National;26.0;5009522.0;26.0;23.75;0.4
Torvilliers;833608;5248.0;2023-12-22;Inf30min;National;26.0;5009522.0;26.0;27.0;0.51
Torvilliers;833608;5248.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.51
Torvilliers;833608;5248.0;2023-12-29;Inf30min;National;28.0;5009522.0;28.0;27.0;0.51
Rouilly-Saint-Loup;833669;4879.0;2023-12-07;Inf30min;National;25.0;5009522.0;25.0;27.6;0.57
Rouilly-Saint-Loup;833669;4879.0;2023-12-08;Inf30min;National;27.0;5009522.0;27.0;27.6;0.57
Rouilly-Saint-Loup;833669;4879.0;2023-12-15;Inf30min;National;32.0;5009522.0;32.0;27.6;0.57
Rouilly-Saint-Loup;833669;4879.0;2024-01-03;Inf30min;National;28.0;5009522.0;28.0;27.6;0.57
Rouilly-Saint-Loup;833669;4879.0;2024-01-04;Inf30min;National;26.0;5009522.0;26.0;27.6;0.57
Montreuil-sur-Barse;802053;639.0;2023-11-28;Inf30min;National;25.0;5009522.0;25.0;23.75;3.72
Montreuil-sur-Barse;802053;639.0;2023-12-06;Inf30min;Etranger;25.0;5009522.0;25.0;23.75;3.72
Montreuil-sur-Barse;802053;639.0;2023-12-22;Inf30min;National;20.0;5009522.0;20.0;23.75;3.72
Montreuil-sur-Barse;802053;639.0;2024-01-10;Inf30min;National;25.0;5009522.0;25.0;23.75;3.72
Creney-près-Troyes;801247;2352.0;2024-01-28;Inf30min;National;34.0;5009522.0;34.0;34.0;1.45
Lavau;800884;4248.0;2023-12-14;Inf30min;National;26.0;5009522.0;26.0;27.0;0.64
Lavau;800884;4248.0;2024-01-04;Inf30min;National;28.0;5009522.0;28.0;27.0;0.64
Troyes;833613;19371.0;2023-11-27;Inf30min;National;51.0;5009522.0;51.0;35.89;0.19
Troyes;833613;19371.0;2023-11-30;Inf30min;National;23.0;5009522.0;23.0;35.89;0.19
Troyes;833613;19371.0;2023-12-02;Inf30min;National;57.0;5009522.0;57.0;35.89;0.19
Troyes;833613;19371.0;2023-12-07;Inf30min;National;23.0;5009522.0;23.0;35.89;0.19
Troyes;833613;19371.0;2023-12-08;Inf30min;National;41.0;5009522.0;41.0;35.89;0.19
Troyes;833613;19371.0;2023-12-11;Inf30min;National;32.0;5009522.0;32.0;35.89;0.19
Troyes;833613;19371.0;2023-12-13;Inf30min;National;34.0;5009522.0;34.0;35.89;0.19
Troyes;833613;19371.0;2023-12-15;Inf30min;National;34.0;5009522.0;34.0;35.89;0.19
Troyes;833613;19371.0;2023-12-16;Inf30min;National;34.0;5009522.0;34.0;35.89;0.19
Troyes;833613;19371.0;2023-12-20;Inf30min;National;27.0;5009522.0;27.0;35.89;0.19
Troyes;833613;19371.0;2023-12-23;Inf30min;National;65.0;5009522.0;65.0;35.89;0.19
Troyes;833613;19371.0;2023-12-24;Inf30min;National;28.0;5009522.0;28.0;35.89;0.19
Troyes;833613;19371.0;2023-12-26;Inf30min;National;36.0;5009522.0;36.0;35.89;0.19
Troyes;833613;19371.0;2023-12-29;Inf30min;National;35.0;5009522.0;35.0;35.89;0.19
Troyes;833613;19371.0;2024-01-01;Inf30min;National;29.0;5009522.0;29.0;35.89;0.19
Troyes;833613;19371.0;2024-01-14;Inf30min;National;24.0;5009522.0;24.0;35.89;0.19
Troyes;833613;19371.0;2024-01-20;Inf30min;National;34.0;5009522.0;34.0;35.89;0.19
Troyes;833613;19371.0;2024-01-26;Inf30min;National;39.0;5009522.0;39.0;35.89;0.19
Theil-Rabier;828641;269.0;2024-01-18;Inf30min;Etranger;28.0;5009522.0;28.0;28.0;10.41
Fléac;826846;5843.0;2023-12-16;Inf30min;National;32.0;5009522.0;32.0;26.5;0.45
Fléac;826846;5843.0;2024-01-07;Inf30min;Etranger;21.0;5009522.0;21.0;26.5;0.45
Saint-Saturnin;828591;2104.0;2023-12-22;Inf30min;Etranger;29.0;5009522.0;29.0;29.0;1.38
Boisbreteau;827557;736.0;2023-12-04;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-06;Inf30min;Etranger;26.0;5009522.0;26.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-12;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-13;Inf30min;Etranger;34.0;5009522.0;34.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-19;Inf30min;Etranger;38.0;5009522.0;38.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-20;Inf30min;Etranger;28.0;5009522.0;28.0;31.64;4.3
Boisbreteau;827557;736.0;2023-12-23;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;4.3
Boisbreteau;827557;736.0;2024-01-07;Inf30min;Etranger;20.0;5009522.0;20.0;31.64;4.3
Boisbreteau;827557;736.0;2024-01-09;Inf30min;Etranger;32.0;5009522.0;32.0;31.64;4.3
Boisbreteau;827557;736.0;2024-01-23;Inf30min;Etranger;33.0;5009522.0;33.0;31.64;4.3
Boisbreteau;827557;736.0;2024-01-27;Inf30min;Etranger;50.0;5009522.0;50.0;31.64;4.3
Touvérac;828644;166.0;2023-12-06;Inf30min;Etranger;21.0;5009522.0;21.0;23.0;13.86
Touvérac;828644;166.0;2024-01-10;Inf30min;Etranger;25.0;5009522.0;25.0;23.0;13.86
Pons;831590;1365.0;2024-01-21;Inf30min;Etranger;23.0;5009522.0;23.0;23.0;1.68
Listrac-Médoc;818593;1146.0;2023-12-22;Inf30min;National;24.0;5009522.0;24.0;24.0;2.09
Mérignac;818182;28710.0;2023-12-23;Inf30min;National;32.0;5009522.0;32.0;29.0;0.1
Mérignac;818182;28710.0;2023-12-27;Inf30min;National;30.0;5009522.0;30.0;29.0;0.1
Mérignac;818182;28710.0;2023-12-29;Inf30min;National;38.0;5009522.0;38.0;29.0;0.1
Mérignac;818182;28710.0;2024-01-05;Inf30min;National;25.0;5009522.0;25.0;29.0;0.1
Mérignac;818182;28710.0;2024-01-07;Inf30min;Etranger;20.0;5009522.0;20.0;29.0;0.1
Pessac;819201;21735.0;2023-12-24;Inf30min;National;24.0;5009522.0;24.0;24.0;0.11
Cestas;817973;5383.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;29.0;0.54
Cestas;817973;5383.0;2024-01-05;Inf30min;Etranger;31.0;5009522.0;31.0;29.0;0.54
Gujan-Mestras;817513;7034.0;2024-01-02;Inf30min;National;34.0;5009522.0;34.0;34.0;0.48
Belin-Béliet;816752;2395.0;2024-01-10;Inf30min;Etranger;21.0;5009522.0;21.0;21.0;0.88
Balizac;817148;196.0;2023-12-30;Inf30min;National;24.0;5009522.0;24.0;24.0;12.24
Bernos-Beaulac;816763;335.0;2023-12-22;Inf30min;Etranger;33.0;5009522.0;33.0;33.0;9.85
Gradignan;817502;8194.0;2024-01-06;Inf30min;Etranger;24.0;5009522.0;24.0;24.0;0.29
Bordeaux;816655;99581.0;2023-11-29;Inf30min;National;40.0;5009522.0;40.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-05;Inf30min;National;30.0;5009522.0;30.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-15;Inf30min;National;35.0;5009522.0;35.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-17;Inf30min;National;25.0;5009522.0;25.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-18;Inf30min;National;36.0;5009522.0;36.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-22;Inf30min;National;50.0;5009522.0;50.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-23;Inf30min;National;117.0;5009522.0;117.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-27;Inf30min;National;25.0;5009522.0;25.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-29;Inf30min;National;35.0;5009522.0;57.0;41.36;0.04
Bordeaux;816655;99581.0;2023-12-29;Sup3h;National;22.0;5009522.0;57.0;41.36;0.04
Bordeaux;816655;99581.0;2024-01-07;Inf30min;Etranger;32.0;5009522.0;32.0;41.36;0.04
Bordeaux;816655;99581.0;2024-01-18;Inf30min;National;23.0;5009522.0;23.0;41.36;0.04
Bordeaux;816655;99581.0;2024-01-22;Inf30min;National;21.0;5009522.0;21.0;41.36;0.04
Bordeaux;816655;99581.0;2024-01-28;Inf30min;Etranger;31.0;5009522.0;31.0;41.36;0.04
Artigues-près-Bordeaux;817260;3190.0;2024-01-07;Inf30min;Etranger;26.0;5009522.0;26.0;26.0;0.82
Tresses;814591;1858.0;2024-01-06;Inf30min;Etranger;26.0;5009522.0;26.0;26.0;1.4
Saint-André-de-Cubzac;819109;5748.0;2023-12-23;Inf30min;National;26.0;5009522.0;26.0;60.75;1.06
Saint-André-de-Cubzac;819109;5748.0;2024-01-02;Inf30min;Etranger;20.0;5009522.0;20.0;60.75;1.06
Saint-André-de-Cubzac;819109;5748.0;2024-01-07;Inf30min;Etranger;149.0;5009522.0;149.0;60.75;1.06
Saint-André-de-Cubzac;819109;5748.0;2024-01-14;Inf30min;Etranger;48.0;5009522.0;48.0;60.75;1.06
Bruges;816698;8385.0;2023-12-22;Inf30min;National;24.0;5009522.0;24.0;24.0;0.29
Cavignac;817863;1909.0;2023-11-27;Inf30min;Etranger;20.0;5009522.0;20.0;26.0;1.36
Cavignac;817863;1909.0;2024-01-04;Inf30min;National;24.0;5009522.0;24.0;26.0;1.36
Cavignac;817863;1909.0;2024-01-09;Inf30min;Etranger;34.0;5009522.0;34.0;26.0;1.36
Bedenac;830164;165.0;2023-12-02;Inf30min;Etranger;32.0;5009522.0;32.0;30.0;18.18
Bedenac;830164;165.0;2023-12-06;Inf30min;Etranger;25.0;5009522.0;25.0;30.0;18.18
Bedenac;830164;165.0;2023-12-12;Inf30min;Etranger;24.0;5009522.0;24.0;30.0;18.18
Bedenac;830164;165.0;2023-12-18;Inf30min;Etranger;22.0;5009522.0;22.0;30.0;18.18
Bedenac;830164;165.0;2023-12-23;Inf30min;Etranger;30.0;5009522.0;30.0;30.0;18.18
Bedenac;830164;165.0;2024-01-07;Inf30min;Etranger;47.0;5009522.0;47.0;30.0;18.18
Moulin-Neuf;821738;773.0;2023-11-27;Inf30min;Etranger;26.0;5009522.0;26.0;26.0;3.36
Léguillac-de-l'Auche;821849;1934.0;2023-12-15;Inf30min;National;146.0;5009522.0;146.0;146.0;7.55
Boulazac Isle Manoire;824108;3599.0;2023-12-02;Inf30min;Etranger;38.0;5009522.0;38.0;28.0;0.78
Boulazac Isle Manoire;824108;3599.0;2024-01-06;Inf30min;Etranger;21.0;5009522.0;21.0;28.0;0.78
Boulazac Isle Manoire;824108;3599.0;2024-01-19;Inf30min;Etranger;25.0;5009522.0;25.0;28.0;0.78
Gorre;825662;531.0;2023-12-01;Inf30min;National;47.0;5009522.0;47.0;47.0;8.85
Magnac-sur-Touvre;828487;3078.0;2023-12-29;Inf30min;National;27.0;5009522.0;27.0;27.0;0.88
Chasseneuil-sur-Bonnieure;827694;1094.0;2023-11-29;Inf30min;Etranger;35.0;5009522.0;35.0;27.0;2.47
Chasseneuil-sur-Bonnieure;827694;1094.0;2023-12-20;Inf30min;Etranger;25.0;5009522.0;25.0;27.0;2.47
Chasseneuil-sur-Bonnieure;827694;1094.0;2024-01-11;Inf30min;Etranger;21.0;5009522.0;21.0;27.0;2.47
Rivières;829010;1594.0;2023-12-20;Inf30min;Etranger;22.0;5009522.0;22.0;26.67;1.67
Rivières;829010;1594.0;2023-12-29;Inf30min;Etranger;25.0;5009522.0;25.0;26.67;1.67
Rivières;829010;1594.0;2024-01-22;Inf30min;Etranger;33.0;5009522.0;33.0;26.67;1.67
Saint-Claud;828693;506.0;2023-12-04;Inf30min;Etranger;31.0;5009522.0;31.0;25.5;5.04
Saint-Claud;828693;506.0;2024-01-16;Inf30min;Etranger;20.0;5009522.0;20.0;25.5;5.04
Ansac-sur-Vienne;813486;942.0;2023-11-29;Inf30min;Etranger;22.0;5009522.0;22.0;25.33;2.69
Ansac-sur-Vienne;813486;942.0;2023-12-14;Inf30min;Etranger;29.0;5009522.0;29.0;25.33;2.69
Ansac-sur-Vienne;813486;942.0;2024-01-10;Inf30min;Etranger;25.0;5009522.0;25.0;25.33;2.69
Terres-de-Haute-Charente;828289;1145.0;2023-12-13;Inf30min;Etranger;21.0;5009522.0;21.0;25.5;2.23
Terres-de-Haute-Charente;828289;1145.0;2024-01-07;Inf30min;Etranger;30.0;5009522.0;30.0;25.5;2.23
Saint-Junien;826753;3471.0;2023-11-27;Inf30min;Etranger;22.0;5009522.0;22.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-11-29;Inf30min;Etranger;37.0;5009522.0;37.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-05;Inf30min;Etranger;27.0;5009522.0;27.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-06;Inf30min;Etranger;30.0;5009522.0;30.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-08;Inf30min;Etranger;26.0;5009522.0;56.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-08;Inf30min;National;30.0;5009522.0;56.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-18;Inf30min;Etranger;31.0;5009522.0;31.0;32.5;0.94
Saint-Junien;826753;3471.0;2023-12-29;Inf30min;Etranger;22.0;5009522.0;22.0;32.5;0.94
Saint-Junien;826753;3471.0;2024-01-05;Inf30min;Etranger;25.0;5009522.0;25.0;32.5;0.94
Saint-Junien;826753;3471.0;2024-01-06;Inf30min;Etranger;24.0;5009522.0;24.0;32.5;0.94
Saint-Junien;826753;3471.0;2024-01-09;Inf30min;Etranger;34.0;5009522.0;34.0;32.5;0.94
