NOM_COM;Lev2_NE_ID;NOM;NE_ID;sum_pop_active_epci;Date;Duree;Type;volume_nuitee;total_volume_nuitee;sum_vol_nuitee_per_date_com;mean_com_vol_nuitee;tx_nuite_pop_active
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-08;Inf30min;Etranger;59.0;5009522.0;106.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-08;Inf30min;National;47.0;5009522.0;106.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-09;Inf30min;Etranger;30.0;5009522.0;54.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-09;Inf30min;National;24.0;5009522.0;54.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-10;Inf30min;National;53.0;5009522.0;53.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-11;Inf30min;Etranger;69.0;5009522.0;114.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-11;Inf30min;National;45.0;5009522.0;114.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-12;Inf30min;Etranger;23.0;5009522.0;72.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-12;Inf30min;National;49.0;5009522.0;72.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-13;Inf30min;Etranger;62.0;5009522.0;92.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-13;Inf30min;National;30.0;5009522.0;92.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-14;Inf30min;Etranger;26.0;5009522.0;26.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-16;Inf30min;Etranger;75.0;5009522.0;111.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-16;Inf30min;National;36.0;5009522.0;111.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-17;Inf30min;National;68.0;5009522.0;68.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-18;Inf30min;Etranger;59.0;5009522.0;92.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-18;Inf30min;National;33.0;5009522.0;92.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-19;Inf30min;Etranger;59.0;5009522.0;81.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-19;Inf30min;National;22.0;5009522.0;81.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-20;Inf30min;Etranger;45.0;5009522.0;79.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-20;Inf30min;National;34.0;5009522.0;79.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-22;Inf30min;Etranger;37.0;5009522.0;68.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-22;Inf30min;National;31.0;5009522.0;68.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-23;Inf30min;National;52.0;5009522.0;52.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-24;Inf30min;National;29.0;5009522.0;29.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-25;Inf30min;National;27.0;5009522.0;27.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-26;Inf30min;Etranger;25.0;5009522.0;77.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-26;Inf30min;National;52.0;5009522.0;77.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-27;Inf30min;Etranger;51.0;5009522.0;121.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-27;Inf30min;National;49.0;5009522.0;121.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-27;Sup3h;National;21.0;5009522.0;121.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-28;Inf30min;Etranger;28.0;5009522.0;28.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-29;Inf30min;Etranger;31.0;5009522.0;58.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-29;Inf30min;National;27.0;5009522.0;58.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2023-12-30;Inf30min;National;52.0;5009522.0;52.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-01;Inf30min;National;42.0;5009522.0;74.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-01;Sup3h;National;32.0;5009522.0;74.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-02;Inf30min;National;24.0;5009522.0;24.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-03;Inf30min;Etranger;43.0;5009522.0;43.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-04;Inf30min;Etranger;25.0;5009522.0;25.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-05;Inf30min;Etranger;22.0;5009522.0;22.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-08;Inf30min;Etranger;48.0;5009522.0;48.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-09;Inf30min;Etranger;38.0;5009522.0;38.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-10;Inf30min;Etranger;52.0;5009522.0;52.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-11;Inf30min;Etranger;31.0;5009522.0;31.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-12;Inf30min;Etranger;28.0;5009522.0;28.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-16;Inf30min;Etranger;59.0;5009522.0;59.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-19;Inf30min;Etranger;29.0;5009522.0;29.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-20;Inf30min;Etranger;27.0;5009522.0;27.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-23;Inf30min;Etranger;40.0;5009522.0;40.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-24;Inf30min;Etranger;58.0;5009522.0;58.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-25;Inf30min;Etranger;42.0;5009522.0;42.0;63.21;0.47
Rorschwihr;832416;CC de SÃ©lestat;700860;13472.0;2024-01-26;Inf30min;Etranger;30.0;5009522.0;30.0;63.21;0.47
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-11-30;Inf30min;National;32.0;5009522.0;32.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-02;Inf30min;National;44.0;5009522.0;44.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-03;Inf30min;National;142.0;5009522.0;142.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-04;Inf30min;National;38.0;5009522.0;38.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-08;Inf30min;National;57.0;5009522.0;57.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-09;Inf30min;Etranger;39.0;5009522.0;115.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-09;Inf30min;National;76.0;5009522.0;115.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-10;Inf30min;National;74.0;5009522.0;74.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-16;Inf30min;Etranger;21.0;5009522.0;21.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-17;Inf30min;National;22.0;5009522.0;22.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-18;Inf30min;National;47.0;5009522.0;47.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-20;Inf30min;National;26.0;5009522.0;26.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-23;Inf30min;National;47.0;5009522.0;47.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-26;Inf30min;National;26.0;5009522.0;26.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-27;Inf30min;National;37.0;5009522.0;37.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-28;Inf30min;National;39.0;5009522.0;39.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-29;Inf30min;National;55.0;5009522.0;55.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2023-12-30;Inf30min;National;36.0;5009522.0;36.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2024-01-01;Inf30min;National;56.0;5009522.0;56.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2024-01-03;Inf30min;National;26.0;5009522.0;26.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2024-01-07;Inf30min;National;31.0;5009522.0;31.0;50.91;0.6
Dambach-la-Ville;814881;CC du Pays de Barr;701002;8519.0;2024-01-12;Inf30min;National;34.0;5009522.0;34.0;50.91;0.6
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-11-30;Inf30min;National;23.0;5009522.0;23.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-01;Inf30min;National;42.0;5009522.0;42.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-02;Inf30min;National;26.0;5009522.0;26.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-03;Inf30min;National;76.0;5009522.0;76.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-04;Inf30min;National;22.0;5009522.0;22.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-05;Inf30min;National;40.0;5009522.0;40.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-10;Inf30min;National;74.0;5009522.0;74.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-11;Inf30min;National;54.0;5009522.0;54.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-13;Inf30min;National;22.0;5009522.0;22.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-14;Inf30min;National;46.0;5009522.0;46.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-17;Inf30min;National;75.0;5009522.0;75.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-19;Inf30min;National;23.0;5009522.0;23.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-21;Inf30min;National;28.0;5009522.0;28.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-23;Inf30min;National;40.0;5009522.0;40.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-27;Inf30min;National;60.0;5009522.0;60.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-28;Inf30min;National;22.0;5009522.0;22.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2023-12-31;Inf30min;National;28.0;5009522.0;28.0;40.5;0.48
Epfig;816006;CC du Pays de Barr;701002;8519.0;2024-01-07;Inf30min;National;28.0;5009522.0;28.0;40.5;0.48
Stotzheim;813227;CC du Pays de Barr;701002;8519.0;2023-12-02;Inf30min;National;52.0;5009522.0;52.0;36.8;0.43
Stotzheim;813227;CC du Pays de Barr;701002;8519.0;2023-12-03;Inf30min;National;49.0;5009522.0;49.0;36.8;0.43
Stotzheim;813227;CC du Pays de Barr;701002;8519.0;2023-12-05;Inf30min;National;23.0;5009522.0;23.0;36.8;0.43
Stotzheim;813227;CC du Pays de Barr;701002;8519.0;2023-12-06;Inf30min;National;32.0;5009522.0;32.0;36.8;0.43
Stotzheim;813227;CC du Pays de Barr;701002;8519.0;2023-12-24;Inf30min;National;28.0;5009522.0;28.0;36.8;0.43
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-11-27;Inf30min;National;72.0;5009522.0;72.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-11-28;Inf30min;National;44.0;5009522.0;44.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-11-29;Inf30min;National;48.0;5009522.0;48.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-01;Inf30min;National;102.0;5009522.0;102.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-02;Inf30min;Etranger;27.0;5009522.0;54.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-02;Inf30min;National;27.0;5009522.0;54.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-03;Inf30min;National;181.0;5009522.0;181.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-04;Inf30min;National;46.0;5009522.0;46.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-05;Inf30min;National;102.0;5009522.0;102.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-06;Inf30min;National;31.0;5009522.0;31.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-07;Inf30min;National;38.0;5009522.0;38.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-08;Inf30min;National;118.0;5009522.0;118.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-09;Inf30min;Etranger;24.0;5009522.0;56.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-09;Inf30min;National;32.0;5009522.0;56.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-10;Inf30min;Etranger;30.0;5009522.0;177.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-10;Inf30min;National;147.0;5009522.0;177.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-11;Inf30min;National;66.0;5009522.0;66.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-12;Inf30min;National;93.0;5009522.0;93.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-13;Inf30min;National;72.0;5009522.0;72.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-15;Inf30min;National;46.0;5009522.0;46.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-16;Inf30min;National;111.0;5009522.0;111.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-17;Inf30min;National;165.0;5009522.0;165.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-18;Inf30min;National;82.0;5009522.0;82.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-19;Inf30min;National;28.0;5009522.0;28.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-20;Inf30min;National;63.0;5009522.0;63.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-21;Inf30min;National;32.0;5009522.0;32.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-22;Inf30min;National;93.0;5009522.0;93.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-23;Inf30min;National;129.0;5009522.0;129.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-24;Inf30min;National;58.0;5009522.0;58.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-25;Inf30min;Etranger;27.0;5009522.0;154.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-25;Inf30min;National;127.0;5009522.0;154.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-26;Inf30min;National;92.0;5009522.0;124.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-26;Sup3h;National;32.0;5009522.0;124.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-27;Inf30min;National;50.0;5009522.0;50.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-28;Inf30min;National;82.0;5009522.0;82.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-29;Inf30min;National;148.0;5009522.0;148.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-30;Inf30min;National;136.0;5009522.0;136.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2023-12-31;Inf30min;Etranger;22.0;5009522.0;22.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-01;Inf30min;Etranger;25.0;5009522.0;108.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-01;Inf30min;National;83.0;5009522.0;108.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-02;Inf30min;National;89.0;5009522.0;89.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-03;Inf30min;National;51.0;5009522.0;51.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-04;Inf30min;National;59.0;5009522.0;59.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-05;Inf30min;National;27.0;5009522.0;27.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-07;Inf30min;National;30.0;5009522.0;30.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-08;Inf30min;National;41.0;5009522.0;41.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-10;Inf30min;National;23.0;5009522.0;23.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-11;Inf30min;National;25.0;5009522.0;25.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-12;Inf30min;National;35.0;5009522.0;35.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-13;Inf30min;National;27.0;5009522.0;27.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-14;Inf30min;National;22.0;5009522.0;22.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-15;Inf30min;National;25.0;5009522.0;25.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-16;Inf30min;National;33.0;5009522.0;33.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-18;Inf30min;Etranger;21.0;5009522.0;21.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-19;Inf30min;National;46.0;5009522.0;46.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-20;Inf30min;National;27.0;5009522.0;27.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-21;Inf30min;National;37.0;5009522.0;37.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-22;Inf30min;National;39.0;5009522.0;39.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-23;Inf30min;National;85.0;5009522.0;85.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-24;Inf30min;National;32.0;5009522.0;32.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-25;Inf30min;National;21.0;5009522.0;21.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-26;Inf30min;National;51.0;5009522.0;51.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-27;Inf30min;National;37.0;5009522.0;37.0;70.56;0.83
Mittelbergheim;812107;CC du Pays de Barr;701002;8519.0;2024-01-28;Inf30min;National;29.0;5009522.0;29.0;70.56;0.83
Le Hohwald;812218;CC du Pays de Barr;701002;8519.0;2023-12-04;Inf30min;National;21.0;5009522.0;21.0;28.25;0.33
Le Hohwald;812218;CC du Pays de Barr;701002;8519.0;2023-12-10;Inf30min;National;32.0;5009522.0;32.0;28.25;0.33
Le Hohwald;812218;CC du Pays de Barr;701002;8519.0;2023-12-17;Inf30min;National;31.0;5009522.0;31.0;28.25;0.33
Le Hohwald;812218;CC du Pays de Barr;701002;8519.0;2023-12-26;Inf30min;National;29.0;5009522.0;29.0;28.25;0.33
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-11-27;Inf30min;National;23.0;5009522.0;23.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-11-29;Inf30min;National;23.0;5009522.0;23.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-11-30;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-01;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-03;Inf30min;National;80.0;5009522.0;80.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-04;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-07;Inf30min;National;72.0;5009522.0;72.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-08;Inf30min;National;69.0;5009522.0;69.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-09;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-10;Inf30min;National;54.0;5009522.0;54.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-13;Inf30min;National;40.0;5009522.0;40.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-15;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-16;Inf30min;National;68.0;5009522.0;68.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-17;Inf30min;National;96.0;5009522.0;96.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-18;Inf30min;National;34.0;5009522.0;34.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-20;Inf30min;National;54.0;5009522.0;54.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-21;Inf30min;National;64.0;5009522.0;64.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-22;Inf30min;National;79.0;5009522.0;79.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-23;Inf30min;National;118.0;5009522.0;118.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-24;Inf30min;Etranger;35.0;5009522.0;72.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-24;Inf30min;National;37.0;5009522.0;72.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-25;Inf30min;National;46.0;5009522.0;46.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-26;Inf30min;National;44.0;5009522.0;44.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-27;Inf30min;National;57.0;5009522.0;57.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-29;Inf30min;National;31.0;5009522.0;31.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-30;Inf30min;National;82.0;5009522.0;82.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2023-12-31;Inf30min;National;39.0;5009522.0;39.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-01;Inf30min;National;60.0;5009522.0;60.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-05;Inf30min;National;56.0;5009522.0;56.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-07;Inf30min;National;49.0;5009522.0;49.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-12;Inf30min;National;55.0;5009522.0;55.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-14;Inf30min;National;57.0;5009522.0;57.0;52.85;0.79
Bœrsch;814755;CC des Portes de Rosheim;700194;6667.0;2024-01-28;Inf30min;National;25.0;5009522.0;25.0;52.85;0.79
Bernardswiller;815168;CC du Pays de Sainte-Odile;700474;7017.0;2023-11-27;Inf30min;National;47.0;5009522.0;47.0;122.78;1.75
Bernardswiller;815168;CC du Pays de Sainte-Odile;700474;7017.0;2023-11-28;Inf30min;National;89.0;5009522.0;89.0;122.78;1.75
Bernardswiller;815168;CC du Pays de Sainte-Odile;700474;7017.0;2023-11-29;Inf30min;National;79.0;5009522.0;79.0;122.78;1.75
