NOM_COM;Lev2_NE_ID;NOM;NE_ID;sum_pop_active_epci;Date;Duree;Type;volume_nuitee;total_volume_nuitee;sum_vol_nuitee_per_date_com;mean_com_vol_nuitee;tx_nuite_pop_active
Poitiers;806463;CU du Grand Poitiers;700793;63238.0;2024-01-07;Inf30min;National;20.0;5009522.0;20.0;20.0;0.03
Chasseneuil-du-Poitou;805901;CU du Grand Poitiers;700793;63238.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.04
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-11-28;Inf30min;Etranger;28.0;5009522.0;28.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-01;Inf30min;Etranger;27.0;5009522.0;27.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-02;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-14;Inf30min;Etranger;32.0;5009522.0;32.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-15;Inf30min;National;30.0;5009522.0;30.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-19;Inf30min;Etranger;68.0;5009522.0;68.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-23;Inf30min;National;37.0;5009522.0;37.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-28;Inf30min;Etranger;22.0;5009522.0;47.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-28;Inf30min;National;25.0;5009522.0;47.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-29;Inf30min;Etranger;53.0;5009522.0;53.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-30;Inf30min;National;36.0;5009522.0;36.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2023-12-31;Inf30min;National;42.0;5009522.0;42.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-04;Inf30min;Etranger;46.0;5009522.0;46.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-12;Inf30min;Etranger;26.0;5009522.0;26.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-13;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-16;Inf30min;Etranger;22.0;5009522.0;22.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-18;Inf30min;Etranger;24.0;5009522.0;24.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-23;Inf30min;Etranger;49.0;5009522.0;49.0;35.89;0.05
Limoges;825733;CU Limoges MÃ©tropole;700443;65524.0;2024-01-25;Inf30min;Etranger;24.0;5009522.0;24.0;35.89;0.05
Balledent;826003;CC Gartempe - Saint Pardoux;700961;1398.0;2023-12-10;Inf30min;Etranger;27.0;5009522.0;27.0;27.0;1.93
Magnac-Laval;825737;CC Haut Limousin en Marche;701027;5292.0;2024-01-07;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;0.42
Le Dorat;825709;CC Haut Limousin en Marche;701027;5292.0;2023-12-15;Inf30min;National;23.0;5009522.0;23.0;23.0;0.43
Saint-Martial-sur-Isop;826498;CC Haut Limousin en Marche;701027;5292.0;2024-01-07;Inf30min;Etranger;25.0;5009522.0;25.0;25.0;0.47
Val d'Issoire;825754;CC Haut Limousin en Marche;701027;5292.0;2024-01-07;Inf30min;Etranger;58.0;5009522.0;58.0;58.0;1.1
Colondannes;803324;CC Monts et VallÃ©es Ouest Creuse;700142;6084.0;2023-12-23;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;0.36
Saint-Sulpice-le-Guérétois;819515;CA du Grand GuÃ©ret;700753;9240.0;2023-12-02;Inf30min;Etranger;24.0;5009522.0;24.0;31.4;0.34
Saint-Sulpice-le-Guérétois;819515;CA du Grand GuÃ©ret;700753;9240.0;2023-12-16;Inf30min;Etranger;23.0;5009522.0;23.0;31.4;0.34
Saint-Sulpice-le-Guérétois;819515;CA du Grand GuÃ©ret;700753;9240.0;2023-12-20;Inf30min;Etranger;50.0;5009522.0;50.0;31.4;0.34
Saint-Sulpice-le-Guérétois;819515;CA du Grand GuÃ©ret;700753;9240.0;2024-01-05;Inf30min;Etranger;35.0;5009522.0;35.0;31.4;0.34
Saint-Sulpice-le-Guérétois;819515;CA du Grand GuÃ©ret;700753;9240.0;2024-01-06;Inf30min;Etranger;25.0;5009522.0;25.0;31.4;0.34
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-11-28;Inf30min;Etranger;27.0;5009522.0;27.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-11-29;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-11-30;Inf30min;Etranger;42.0;5009522.0;42.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-01;Inf30min;Etranger;41.0;5009522.0;41.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-05;Inf30min;Etranger;44.0;5009522.0;44.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-06;Inf30min;Etranger;49.0;5009522.0;49.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-07;Inf30min;Etranger;27.0;5009522.0;27.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-08;Inf30min;Etranger;21.0;5009522.0;21.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-09;Inf30min;Etranger;36.0;5009522.0;36.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-12;Inf30min;Etranger;24.0;5009522.0;24.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-14;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-15;Inf30min;Etranger;70.0;5009522.0;70.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-19;Inf30min;Etranger;28.0;5009522.0;28.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-21;Inf30min;Etranger;24.0;5009522.0;24.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2023-12-22;Inf30min;Etranger;21.0;5009522.0;21.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-05;Inf30min;Etranger;28.0;5009522.0;28.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-06;Inf30min;Etranger;34.0;5009522.0;34.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-09;Inf30min;Etranger;37.0;5009522.0;37.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-10;Inf30min;Etranger;43.0;5009522.0;43.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-11;Inf30min;Etranger;20.0;5009522.0;20.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-17;Inf30min;Etranger;31.0;5009522.0;31.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-19;Inf30min;Etranger;30.0;5009522.0;30.0;33.57;0.36
Saint-Vaury;819519;CA du Grand GuÃ©ret;700753;9240.0;2024-01-25;Inf30min;Etranger;35.0;5009522.0;35.0;33.57;0.36
Guéret;802961;CA du Grand GuÃ©ret;700753;9240.0;2023-12-06;Inf30min;Etranger;25.0;5009522.0;25.0;26.75;0.29
Guéret;802961;CA du Grand GuÃ©ret;700753;9240.0;2023-12-22;Inf30min;National;24.0;5009522.0;24.0;26.75;0.29
Guéret;802961;CA du Grand GuÃ©ret;700753;9240.0;2024-01-20;Inf30min;National;35.0;5009522.0;35.0;26.75;0.29
Guéret;802961;CA du Grand GuÃ©ret;700753;9240.0;2024-01-26;Inf30min;Etranger;23.0;5009522.0;23.0;26.75;0.29
La Souterraine;804268;CC Monts et VallÃ©es Ouest Creuse;700142;6084.0;2023-12-21;Inf30min;Etranger;25.0;5009522.0;25.0;25.0;0.41
Saint-Amand-Magnazeix;826796;CC Gartempe - Saint Pardoux;700961;1398.0;2024-01-27;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;1.57
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2023-12-14;Inf30min;Etranger;21.0;5009522.0;21.0;26.0;1.86
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2023-12-15;Inf30min;Etranger;31.0;5009522.0;31.0;26.0;1.86
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2024-01-11;Inf30min;Etranger;23.0;5009522.0;23.0;26.0;1.86
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2024-01-12;Inf30min;Etranger;21.0;5009522.0;21.0;26.0;1.86
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2024-01-18;Inf30min;Etranger;32.0;5009522.0;32.0;26.0;1.86
Saint-Sornin-Leulac;826467;CC Gartempe - Saint Pardoux;700961;1398.0;2024-01-23;Inf30min;Etranger;28.0;5009522.0;28.0;26.0;1.86
Bessines-sur-Gartempe;826032;CC Elan Limousin Avenir Nature;701138;9747.0;2024-01-18;Inf30min;Etranger;31.0;5009522.0;31.0;27.5;0.28
Bessines-sur-Gartempe;826032;CC Elan Limousin Avenir Nature;701138;9747.0;2024-01-23;Inf30min;Etranger;24.0;5009522.0;24.0;27.5;0.28
Razès;826775;CC Elan Limousin Avenir Nature;701138;9747.0;2024-01-24;Inf30min;Etranger;24.0;5009522.0;24.0;24.0;0.25
Rilhac-Rancon;826781;CU Limoges MÃ©tropole;700443;65524.0;2024-01-25;Inf30min;Etranger;44.0;5009522.0;44.0;44.0;0.07
Le Palais-sur-Vienne;826594;CU Limoges MÃ©tropole;700443;65524.0;2023-12-22;Inf30min;National;23.0;5009522.0;23.0;23.0;0.04
Le Palais-sur-Vienne;826594;CU Limoges MÃ©tropole;700443;65524.0;2024-01-05;Inf30min;Etranger;23.0;5009522.0;23.0;23.0;0.04
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-11-27;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-13;Inf30min;Etranger;35.0;5009522.0;35.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-14;Inf30min;Etranger;25.0;5009522.0;25.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-15;Inf30min;Etranger;23.0;5009522.0;23.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-19;Inf30min;Etranger;32.0;5009522.0;32.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-20;Inf30min;Etranger;37.0;5009522.0;37.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-21;Inf30min;Etranger;33.0;5009522.0;33.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-22;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2023-12-27;Inf30min;Etranger;22.0;5009522.0;22.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2024-01-06;Inf30min;Etranger;22.0;5009522.0;22.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2024-01-07;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2024-01-17;Inf30min;Etranger;24.0;5009522.0;24.0;27.08;0.63
Pierrefitte;803957;CC Creuse Confluence;700044;4287.0;2024-01-23;Inf30min;Etranger;27.0;5009522.0;27.0;27.08;0.63
Déols;824089;CA ChÃ¢teauroux MÃ©tropole;701057;22829.0;2023-12-01;Inf30min;Etranger;27.0;5009522.0;27.0;27.0;0.12
Vierzon;812500;CC Vierzon-Sologne-Berry;700305;9212.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;0.23
Nogent-sur-Seine;802097;CC du Nogentais;700767;5496.0;2023-12-09;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;0.4
Fontaine-la-Gaillarde;828145;CA du Grand SÃ©nonais;700747;18786.0;2024-01-12;Inf30min;National;22.0;5009522.0;22.0;22.0;0.12
Collemiers;828074;CA du Grand SÃ©nonais;700747;18786.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.14
Sens;829365;CA du Grand SÃ©nonais;700747;18786.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;0.11
Évry;828110;CC Yonne Nord;700239;8139.0;2023-12-09;Inf30min;National;27.0;5009522.0;27.0;27.0;0.33
Brannay;827327;CC du GÃ¢tinais en Bourgogne;700261;5991.0;2024-01-15;Inf30min;Etranger;20.0;5009522.0;20.0;20.0;0.33
Bransles;827354;CC GÃ¢tinais Val de Loing;700624;5933.0;2023-12-22;Inf30min;Etranger;60.0;5009522.0;60.0;60.0;1.01
Chevannes;817005;CC des Quatre VallÃ©es;701128;5574.0;2023-12-14;Inf30min;Etranger;45.0;5009522.0;45.0;45.0;0.81
Domecy-sur-Cure;828185;CC Avallon, VÃ©zelay, Morvan;700812;5010.0;2023-12-26;Inf30min;National;37.0;5009522.0;37.0;37.0;0.74
Précy-le-Sec;829586;CC du Serein;700876;1855.0;2023-12-12;Inf30min;Etranger;26.0;5009522.0;26.0;26.0;1.4
Montholon;827059;CC de l'Aillantais;700800;3393.0;2023-12-01;Inf30min;National;21.0;5009522.0;21.0;21.0;0.62
Précy-sur-Vrin;829587;CC du Jovinien;700420;6059.0;2023-12-06;Inf30min;Etranger;23.0;5009522.0;23.0;36.5;0.6
Précy-sur-Vrin;829587;CC du Jovinien;700420;6059.0;2024-01-05;Inf30min;Etranger;50.0;5009522.0;50.0;36.5;0.6
Épineau-les-Voves;828199;CC de l'AgglomÃ©ration Migennoise;700598;4743.0;2023-12-21;Inf30min;Etranger;20.0;5009522.0;20.0;20.0;0.42
Branches;827326;CA de l'Auxerrois;700352;21098.0;2023-12-01;Inf30min;National;28.0;5009522.0;28.0;28.5;0.14
Branches;827326;CA de l'Auxerrois;700352;21098.0;2023-12-02;Inf30min;National;29.0;5009522.0;29.0;28.5;0.14
Branches;827326;CA de l'Auxerrois;700352;21098.0;2023-12-26;Inf30min;National;25.0;5009522.0;25.0;28.5;0.14
Branches;827326;CA de l'Auxerrois;700352;21098.0;2023-12-29;Inf30min;National;32.0;5009522.0;32.0;28.5;0.14
Lindry;828795;CA de l'Auxerrois;700352;21098.0;2023-12-23;Inf30min;National;24.0;5009522.0;24.0;27.0;0.13
Lindry;828795;CA de l'Auxerrois;700352;21098.0;2024-01-01;Inf30min;National;30.0;5009522.0;30.0;27.0;0.13
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2023-12-02;Inf30min;National;29.0;5009522.0;29.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2023-12-14;Inf30min;National;26.0;5009522.0;26.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2023-12-25;Sup3h;National;27.0;5009522.0;27.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2023-12-26;Inf30min;National;38.0;5009522.0;38.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2023-12-27;Inf30min;National;36.0;5009522.0;36.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2024-01-02;Inf30min;National;24.0;5009522.0;24.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2024-01-05;Inf30min;National;33.0;5009522.0;33.0;29.88;0.14
Auxerre;827386;CA de l'Auxerrois;700352;21098.0;2024-01-07;Inf30min;National;26.0;5009522.0;26.0;29.88;0.14
Bleigny-le-Carreau;827271;CA de l'Auxerrois;700352;21098.0;2023-12-03;Inf30min;National;23.0;5009522.0;23.0;23.5;0.11
Bleigny-le-Carreau;827271;CA de l'Auxerrois;700352;21098.0;2024-01-04;Inf30min;Etranger;24.0;5009522.0;24.0;23.5;0.11
Annay-sur-Serein;827101;CC du Serein;700876;1855.0;2023-12-26;Inf30min;National;20.0;5009522.0;20.0;20.0;1.08
Angely;827074;CC du Serein;700876;1855.0;2023-12-02;Inf30min;National;23.0;5009522.0;23.0;23.0;1.24
Avallon;827389;CC Avallon, VÃ©zelay, Morvan;700812;5010.0;2023-12-08;Inf30min;National;31.0;5009522.0;31.0;31.0;0.62
Charmes-la-Grande;807988;CC du Bassin de Joinville en Champagne;700397;3121.0;2024-01-01;Inf30min;Etranger;22.0;5009522.0;22.0;22.0;0.7
Champignol-lez-Mondeville;800242;CC de la RÃ©gion de Bar sur Aube;700126;2965.0;2023-12-08;Inf30min;Etranger;31.0;5009522.0;31.0;31.0;1.05
Laines-aux-Bois;801055;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-01;Inf30min;National;26.0;5009522.0;26.0;23.75;0.04
Laines-aux-Bois;801055;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-07;Inf30min;National;23.0;5009522.0;23.0;23.75;0.04
Laines-aux-Bois;801055;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-15;Inf30min;Etranger;20.0;5009522.0;20.0;23.75;0.04
Laines-aux-Bois;801055;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-05;Inf30min;National;26.0;5009522.0;26.0;23.75;0.04
Torvilliers;833608;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-22;Inf30min;National;26.0;5009522.0;26.0;27.0;0.05
Torvilliers;833608;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;27.0;0.05
Torvilliers;833608;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-29;Inf30min;National;28.0;5009522.0;28.0;27.0;0.05
Rouilly-Saint-Loup;833669;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-07;Inf30min;National;25.0;5009522.0;25.0;27.6;0.05
Rouilly-Saint-Loup;833669;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-08;Inf30min;National;27.0;5009522.0;27.0;27.6;0.05
Rouilly-Saint-Loup;833669;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-15;Inf30min;National;32.0;5009522.0;32.0;27.6;0.05
Rouilly-Saint-Loup;833669;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-03;Inf30min;National;28.0;5009522.0;28.0;27.6;0.05
Rouilly-Saint-Loup;833669;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-04;Inf30min;National;26.0;5009522.0;26.0;27.6;0.05
Montreuil-sur-Barse;802053;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-11-28;Inf30min;National;25.0;5009522.0;25.0;23.75;0.04
Montreuil-sur-Barse;802053;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-06;Inf30min;Etranger;25.0;5009522.0;25.0;23.75;0.04
Montreuil-sur-Barse;802053;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-22;Inf30min;National;20.0;5009522.0;20.0;23.75;0.04
Montreuil-sur-Barse;802053;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-10;Inf30min;National;25.0;5009522.0;25.0;23.75;0.04
Creney-près-Troyes;801247;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-28;Inf30min;National;34.0;5009522.0;34.0;34.0;0.06
Lavau;800884;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-14;Inf30min;National;26.0;5009522.0;26.0;27.0;0.05
Lavau;800884;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-04;Inf30min;National;28.0;5009522.0;28.0;27.0;0.05
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-11-27;Inf30min;National;51.0;5009522.0;51.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-11-30;Inf30min;National;23.0;5009522.0;23.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-02;Inf30min;National;57.0;5009522.0;57.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-07;Inf30min;National;23.0;5009522.0;23.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-08;Inf30min;National;41.0;5009522.0;41.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-11;Inf30min;National;32.0;5009522.0;32.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-13;Inf30min;National;34.0;5009522.0;34.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-15;Inf30min;National;34.0;5009522.0;34.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-16;Inf30min;National;34.0;5009522.0;34.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-20;Inf30min;National;27.0;5009522.0;27.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-23;Inf30min;National;65.0;5009522.0;65.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-24;Inf30min;National;28.0;5009522.0;28.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-26;Inf30min;National;36.0;5009522.0;36.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2023-12-29;Inf30min;National;35.0;5009522.0;35.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-01;Inf30min;National;29.0;5009522.0;29.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-14;Inf30min;National;24.0;5009522.0;24.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-20;Inf30min;National;34.0;5009522.0;34.0;35.89;0.07
Troyes;833613;CA Troyes Champagne MÃ©tropole;701141;53935.0;2024-01-26;Inf30min;National;39.0;5009522.0;39.0;35.89;0.07
Theil-Rabier;828641;CC Val de Charente;700197;3642.0;2024-01-18;Inf30min;Etranger;28.0;5009522.0;28.0;28.0;0.77
Fléac;826846;CA du Grand AngoulÃªme;700419;46685.0;2023-12-16;Inf30min;National;32.0;5009522.0;32.0;26.5;0.06
Fléac;826846;CA du Grand AngoulÃªme;700419;46685.0;2024-01-07;Inf30min;Etranger;21.0;5009522.0;21.0;26.5;0.06
Saint-Saturnin;828591;CA du Grand AngoulÃªme;700419;46685.0;2023-12-22;Inf30min;Etranger;29.0;5009522.0;29.0;29.0;0.06
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-04;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-06;Inf30min;Etranger;26.0;5009522.0;26.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-12;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-13;Inf30min;Etranger;34.0;5009522.0;34.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-19;Inf30min;Etranger;38.0;5009522.0;38.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-20;Inf30min;Etranger;28.0;5009522.0;28.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2023-12-23;Inf30min;Etranger;29.0;5009522.0;29.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2024-01-07;Inf30min;Etranger;20.0;5009522.0;20.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2024-01-09;Inf30min;Etranger;32.0;5009522.0;32.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2024-01-23;Inf30min;Etranger;33.0;5009522.0;33.0;31.64;0.55
Boisbreteau;827557;CC des 4B Sud Charente;700874;5704.0;2024-01-27;Inf30min;Etranger;50.0;5009522.0;50.0;31.64;0.55
Touvérac;828644;CC des 4B Sud Charente;700874;5704.0;2023-12-06;Inf30min;Etranger;21.0;5009522.0;21.0;23.0;0.4
Touvérac;828644;CC des 4B Sud Charente;700874;5704.0;2024-01-10;Inf30min;Etranger;25.0;5009522.0;25.0;23.0;0.4
Pons;831590;CC de la Haute Saintonge;700399;18017.0;2024-01-21;Inf30min;Etranger;23.0;5009522.0;23.0;23.0;0.13
Listrac-Médoc;818593;CC MÃ©dullienne;700734;9065.0;2023-12-22;Inf30min;National;24.0;5009522.0;24.0;24.0;0.26
Mérignac;818182;Bordeaux MÃ©tropole;700240;299525.0;2023-12-23;Inf30min;National;32.0;5009522.0;32.0;29.0;0.01
Mérignac;818182;Bordeaux MÃ©tropole;700240;299525.0;2023-12-27;Inf30min;National;30.0;5009522.0;30.0;29.0;0.01
Mérignac;818182;Bordeaux MÃ©tropole;700240;299525.0;2023-12-29;Inf30min;National;38.0;5009522.0;38.0;29.0;0.01
Mérignac;818182;Bordeaux MÃ©tropole;700240;299525.0;2024-01-05;Inf30min;National;25.0;5009522.0;25.0;29.0;0.01
Mérignac;818182;Bordeaux MÃ©tropole;700240;299525.0;2024-01-07;Inf30min;Etranger;20.0;5009522.0;20.0;29.0;0.01
Pessac;819201;Bordeaux MÃ©tropole;700240;299525.0;2023-12-24;Inf30min;National;24.0;5009522.0;24.0;24.0;0.01
Cestas;817973;CC Jalle-Eau-Bourde;700682;11215.0;2023-12-26;Inf30min;National;27.0;5009522.0;27.0;29.0;0.26
Cestas;817973;CC Jalle-Eau-Bourde;700682;11215.0;2024-01-05;Inf30min;Etranger;31.0;5009522.0;31.0;29.0;0.26
Gujan-Mestras;817513;CA Bassin d'Arcachon Sud-PÃ´le Atlantique (COBAS);700215;20368.0;2024-01-02;Inf30min;National;34.0;5009522.0;34.0;34.0;0.17
Belin-Béliet;816752;CC du Val de l'Eyre;700292;8365.0;2024-01-10;Inf30min;Etranger;21.0;5009522.0;21.0;21.0;0.25
Balizac;817148;CC du Sud Gironde;700073;13262.0;2023-12-30;Inf30min;National;24.0;5009522.0;24.0;24.0;0.18
